Candidate,Terrible,Middle,Great
Male,0.008169934640522875,0.3513071895424837,0.6405228758169939
Female,0.0026041666666666665,0.35416666666666674,0.6432291666666667
Other,0.0,0.3333333333333333,0.6666666666666666
